date,2023-12-02T14:25:31,lat,49.8995,lon,51.941
date,2023-12-02T14:25:32,lat,49.8822,lon,52.0338
date,2023-12-02T14:25:33,lat,49.8648,lon,52.1265
date,2023-12-02T14:36:09,lat,27.5067,lon,95.016
